Gene,HI_mean,LI_mean,Sample,CLR_values,cluster,KEGG_ID,Metabolism,Metabolism_group,Enrichment
nitronate monooxygenase [EC:1.13.12.16],-0.217985748,0.108992874,RAS_EGC_10_1617_2,-0.044192143,Low-ice cluster,K00459,DON_compounds,Substrates,LI_enriched
nitronate monooxygenase [EC:1.13.12.16],-0.217985748,0.108992874,RAS_EGC_11_1617,0.015825867,Low-ice cluster,K00459,DON_compounds,Substrates,LI_enriched
nitronate monooxygenase [EC:1.13.12.16],-0.217985748,0.108992874,RAS_EGC_12_1617_1,-0.088260576,High-ice cluster,K00459,DON_compounds,Substrates,LI_enriched
(2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338],-0.242310363,0.121155181,RAS_EGC_02_1617_1,-0.622600338,High-ice cluster,K16844,DOS_compounds,Substrates,LI_enriched
(2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338],-0.242310363,0.121155181,RAS_EGC_03_1617_2,0.003105562,High-ice cluster,K16844,DOS_compounds,Substrates,LI_enriched
(2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338],-0.242310363,0.121155181,RAS_EGC_05_1617_2,0.258288467,Low-ice cluster,K16844,DOS_compounds,Substrates,LI_enriched
(2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338],-0.242310363,0.121155181,RAS_EGC_07_1617_1,0.2215871,Low-ice cluster,K16844,DOS_compounds,Substrates,LI_enriched
(2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338],-0.242310363,0.121155181,RAS_EGC_08_1617_1,0.31944289,Low-ice cluster,K16844,DOS_compounds,Substrates,LI_enriched
(2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338],-0.242310363,0.121155181,RAS_EGC_09_1617_1,0.037394636,Low-ice cluster,K16844,DOS_compounds,Substrates,LI_enriched
(2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338],-0.242310363,0.121155181,RAS_EGC_10_1617_2,-0.147176641,Low-ice cluster,K16844,DOS_compounds,Substrates,LI_enriched
(2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338],-0.242310363,0.121155181,RAS_EGC_11_1617,0.037394636,Low-ice cluster,K16844,DOS_compounds,Substrates,LI_enriched
(2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338],-0.242310363,0.121155181,RAS_EGC_12_1617_1,-0.107436312,High-ice cluster,K16844,DOS_compounds,Substrates,LI_enriched
(2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24],-0.143669103,0.071834551,RAS_EGC_02_1617_1,-0.199173471,High-ice cluster,K16845,DOS_compounds,Substrates,LI_enriched
(2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24],-0.143669103,0.071834551,RAS_EGC_03_1617_2,-0.089172576,High-ice cluster,K16845,DOS_compounds,Substrates,LI_enriched
(2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24],-0.143669103,0.071834551,RAS_EGC_05_1617_2,-0.078809789,Low-ice cluster,K16845,DOS_compounds,Substrates,LI_enriched
(2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24],-0.143669103,0.071834551,RAS_EGC_07_1617_1,0.202408137,Low-ice cluster,K16845,DOS_compounds,Substrates,LI_enriched
(2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24],-0.143669103,0.071834551,RAS_EGC_08_1617_1,0.100069424,Low-ice cluster,K16845,DOS_compounds,Substrates,LI_enriched
(2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24],-0.143669103,0.071834551,RAS_EGC_09_1617_1,0.104370505,Low-ice cluster,K16845,DOS_compounds,Substrates,LI_enriched
(2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24],-0.143669103,0.071834551,RAS_EGC_10_1617_2,0.056009434,Low-ice cluster,K16845,DOS_compounds,Substrates,LI_enriched
(2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24],-0.143669103,0.071834551,RAS_EGC_11_1617,0.046959598,Low-ice cluster,K16845,DOS_compounds,Substrates,LI_enriched
(2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24],-0.143669103,0.071834551,RAS_EGC_12_1617_1,-0.142661261,High-ice cluster,K16845,DOS_compounds,Substrates,LI_enriched
(2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24],-0.15008324,0.07504162,RAS_EGC_02_1617_1,-0.256708117,High-ice cluster,K16846,DOS_compounds,Substrates,LI_enriched
(2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24],-0.15008324,0.07504162,RAS_EGC_03_1617_2,-0.082685363,High-ice cluster,K16846,DOS_compounds,Substrates,LI_enriched
(2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24],-0.15008324,0.07504162,RAS_EGC_05_1617_2,-0.041863368,Low-ice cluster,K16846,DOS_compounds,Substrates,LI_enriched
(2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24],-0.15008324,0.07504162,RAS_EGC_07_1617_1,0.285039417,Low-ice cluster,K16846,DOS_compounds,Substrates,LI_enriched
(2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24],-0.15008324,0.07504162,RAS_EGC_08_1617_1,-0.048552356,Low-ice cluster,K16846,DOS_compounds,Substrates,LI_enriched
(2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24],-0.15008324,0.07504162,RAS_EGC_09_1617_1,0.089164894,Low-ice cluster,K16846,DOS_compounds,Substrates,LI_enriched
(2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24],-0.15008324,0.07504162,RAS_EGC_10_1617_2,0.094995815,Low-ice cluster,K16846,DOS_compounds,Substrates,LI_enriched
(2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24],-0.15008324,0.07504162,RAS_EGC_11_1617,0.071465317,Low-ice cluster,K16846,DOS_compounds,Substrates,LI_enriched
(2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24],-0.15008324,0.07504162,RAS_EGC_12_1617_1,-0.11085624,High-ice cluster,K16846,DOS_compounds,Substrates,LI_enriched
3-methylmercaptopropionyl-CoA dehydrogenase,-0.019116801,0.0095584,RAS_EGC_02_1617_1,-0.357762058,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
3-methylmercaptopropionyl-CoA dehydrogenase,-0.019116801,0.0095584,RAS_EGC_03_1617_2,0.195774684,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
3-methylmercaptopropionyl-CoA dehydrogenase,-0.019116801,0.0095584,RAS_EGC_05_1617_2,0.070998613,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
3-methylmercaptopropionyl-CoA dehydrogenase,-0.019116801,0.0095584,RAS_EGC_07_1617_1,0.0918327,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
3-methylmercaptopropionyl-CoA dehydrogenase,-0.019116801,0.0095584,RAS_EGC_08_1617_1,-0.04760713,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
3-methylmercaptopropionyl-CoA dehydrogenase,-0.019116801,0.0095584,RAS_EGC_09_1617_1,-0.001289155,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
3-methylmercaptopropionyl-CoA dehydrogenase,-0.019116801,0.0095584,RAS_EGC_10_1617_2,0.002945149,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
3-methylmercaptopropionyl-CoA dehydrogenase,-0.019116801,0.0095584,RAS_EGC_11_1617,-0.059529775,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
3-methylmercaptopropionyl-CoA dehydrogenase,-0.019116801,0.0095584,RAS_EGC_12_1617_1,0.104636972,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Dimethylsulfonioproprionate demethylase DmdA,-0.131953173,0.065976586,RAS_EGC_02_1617_1,-0.413423742,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Dimethylsulfonioproprionate demethylase DmdA,-0.131953173,0.065976586,RAS_EGC_03_1617_2,0.02686966,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Dimethylsulfonioproprionate demethylase DmdA,-0.131953173,0.065976586,RAS_EGC_05_1617_2,-0.101475896,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Dimethylsulfonioproprionate demethylase DmdA,-0.131953173,0.065976586,RAS_EGC_07_1617_1,0.122652392,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Dimethylsulfonioproprionate demethylase DmdA,-0.131953173,0.065976586,RAS_EGC_08_1617_1,0.032055497,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Dimethylsulfonioproprionate demethylase DmdA,-0.131953173,0.065976586,RAS_EGC_09_1617_1,0.329602543,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Dimethylsulfonioproprionate demethylase DmdA,-0.131953173,0.065976586,RAS_EGC_10_1617_2,-0.014710854,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Dimethylsulfonioproprionate demethylase DmdA,-0.131953173,0.065976586,RAS_EGC_11_1617,0.027735836,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Dimethylsulfonioproprionate demethylase DmdA,-0.131953173,0.065976586,RAS_EGC_12_1617_1,-0.009305436,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Hypotaurine/taurine--pyruvate aminotransferase,-0.203310711,0.101655356,RAS_EGC_02_1617_1,-0.507445737,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Hypotaurine/taurine--pyruvate aminotransferase,-0.203310711,0.101655356,RAS_EGC_03_1617_2,-0.017897511,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Hypotaurine/taurine--pyruvate aminotransferase,-0.203310711,0.101655356,RAS_EGC_05_1617_2,0.103463346,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Hypotaurine/taurine--pyruvate aminotransferase,-0.203310711,0.101655356,RAS_EGC_07_1617_1,0.261687351,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Hypotaurine/taurine--pyruvate aminotransferase,-0.203310711,0.101655356,RAS_EGC_08_1617_1,-0.273830885,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Hypotaurine/taurine--pyruvate aminotransferase,-0.203310711,0.101655356,RAS_EGC_09_1617_1,0.236994738,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Hypotaurine/taurine--pyruvate aminotransferase,-0.203310711,0.101655356,RAS_EGC_10_1617_2,0.044622846,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Hypotaurine/taurine--pyruvate aminotransferase,-0.203310711,0.101655356,RAS_EGC_11_1617,0.236994738,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Hypotaurine/taurine--pyruvate aminotransferase,-0.203310711,0.101655356,RAS_EGC_12_1617_1,-0.084588886,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
methanethiol oxidase [EC:1.8.3.4],-0.563409718,0.281704859,RAS_EGC_02_1617_1,-0.608837193,High-ice cluster,K17285,DOS_compounds,Substrates,LI_enriched
methanethiol oxidase [EC:1.8.3.4],-0.563409718,0.281704859,RAS_EGC_03_1617_2,-0.154101036,High-ice cluster,K17285,DOS_compounds,Substrates,LI_enriched
methanethiol oxidase [EC:1.8.3.4],-0.563409718,0.281704859,RAS_EGC_05_1617_2,0.037789972,Low-ice cluster,K17285,DOS_compounds,Substrates,LI_enriched
methanethiol oxidase [EC:1.8.3.4],-0.563409718,0.281704859,RAS_EGC_07_1617_1,0.56748408,Low-ice cluster,K17285,DOS_compounds,Substrates,LI_enriched
methanethiol oxidase [EC:1.8.3.4],-0.563409718,0.281704859,RAS_EGC_08_1617_1,0.337306502,Low-ice cluster,K17285,DOS_compounds,Substrates,LI_enriched
methanethiol oxidase [EC:1.8.3.4],-0.563409718,0.281704859,RAS_EGC_09_1617_1,-0.255197153,Low-ice cluster,K17285,DOS_compounds,Substrates,LI_enriched
methanethiol oxidase [EC:1.8.3.4],-0.563409718,0.281704859,RAS_EGC_10_1617_2,0.37199206,Low-ice cluster,K17285,DOS_compounds,Substrates,LI_enriched
methanethiol oxidase [EC:1.8.3.4],-0.563409718,0.281704859,RAS_EGC_11_1617,0.630853694,Low-ice cluster,K17285,DOS_compounds,Substrates,LI_enriched
methanethiol oxidase [EC:1.8.3.4],-0.563409718,0.281704859,RAS_EGC_12_1617_1,-0.927290924,High-ice cluster,K17285,DOS_compounds,Substrates,LI_enriched
Sulfoacetaldehyde dehydrogenase,-0.377245585,0.188622793,RAS_EGC_02_1617_1,-0.214673691,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Sulfoacetaldehyde dehydrogenase,-0.377245585,0.188622793,RAS_EGC_03_1617_2,-0.583437432,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Sulfoacetaldehyde dehydrogenase,-0.377245585,0.188622793,RAS_EGC_05_1617_2,0.218442949,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Sulfoacetaldehyde dehydrogenase,-0.377245585,0.188622793,RAS_EGC_07_1617_1,0.102930062,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Sulfoacetaldehyde dehydrogenase,-0.377245585,0.188622793,RAS_EGC_08_1617_1,0.259991952,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Sulfoacetaldehyde dehydrogenase,-0.377245585,0.188622793,RAS_EGC_09_1617_1,0.524143527,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Sulfoacetaldehyde dehydrogenase,-0.377245585,0.188622793,RAS_EGC_10_1617_2,0.109709749,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Sulfoacetaldehyde dehydrogenase,-0.377245585,0.188622793,RAS_EGC_11_1617,-0.083481481,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Sulfoacetaldehyde dehydrogenase,-0.377245585,0.188622793,RAS_EGC_12_1617_1,-0.333625634,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Sulfoquinovose isomerase,-0.463924035,0.231962017,RAS_EGC_02_1617_1,-0.837619083,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Sulfoquinovose isomerase,-0.463924035,0.231962017,RAS_EGC_03_1617_2,-0.432153975,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Sulfoquinovose isomerase,-0.463924035,0.231962017,RAS_EGC_05_1617_2,0.260993206,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Sulfoquinovose isomerase,-0.463924035,0.231962017,RAS_EGC_07_1617_1,0.762686346,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Sulfoquinovose isomerase,-0.463924035,0.231962017,RAS_EGC_08_1617_1,0.096690155,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Sulfoquinovose isomerase,-0.463924035,0.231962017,RAS_EGC_09_1617_1,0.096690155,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Sulfoquinovose isomerase,-0.463924035,0.231962017,RAS_EGC_10_1617_2,0.06032251,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Sulfoquinovose isomerase,-0.463924035,0.231962017,RAS_EGC_11_1617,0.114389732,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Sulfoquinovose isomerase,-0.463924035,0.231962017,RAS_EGC_12_1617_1,-0.121999046,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
taurine transport system ATP-binding protein [EC:7.6.2.7],-0.149627429,0.074813715,RAS_EGC_02_1617_1,-0.267363675,High-ice cluster,K10831,DOS_compounds,Substrates,LI_enriched
taurine transport system ATP-binding protein [EC:7.6.2.7],-0.149627429,0.074813715,RAS_EGC_03_1617_2,-0.076673868,High-ice cluster,K10831,DOS_compounds,Substrates,LI_enriched
taurine transport system ATP-binding protein [EC:7.6.2.7],-0.149627429,0.074813715,RAS_EGC_05_1617_2,-0.275802543,Low-ice cluster,K10831,DOS_compounds,Substrates,LI_enriched
taurine transport system ATP-binding protein [EC:7.6.2.7],-0.149627429,0.074813715,RAS_EGC_07_1617_1,0.305370966,Low-ice cluster,K10831,DOS_compounds,Substrates,LI_enriched
taurine transport system ATP-binding protein [EC:7.6.2.7],-0.149627429,0.074813715,RAS_EGC_08_1617_1,0.077476812,Low-ice cluster,K10831,DOS_compounds,Substrates,LI_enriched
taurine transport system ATP-binding protein [EC:7.6.2.7],-0.149627429,0.074813715,RAS_EGC_09_1617_1,0.016107865,Low-ice cluster,K10831,DOS_compounds,Substrates,LI_enriched
taurine transport system ATP-binding protein [EC:7.6.2.7],-0.149627429,0.074813715,RAS_EGC_10_1617_2,0.146469683,Low-ice cluster,K10831,DOS_compounds,Substrates,LI_enriched
taurine transport system ATP-binding protein [EC:7.6.2.7],-0.149627429,0.074813715,RAS_EGC_11_1617,0.179259506,Low-ice cluster,K10831,DOS_compounds,Substrates,LI_enriched
taurine transport system ATP-binding protein [EC:7.6.2.7],-0.149627429,0.074813715,RAS_EGC_12_1617_1,-0.104844745,High-ice cluster,K10831,DOS_compounds,Substrates,LI_enriched
taurine transport system permease protein,-0.158135732,0.079067866,RAS_EGC_02_1617_1,-0.211245862,High-ice cluster,K15552,DOS_compounds,Substrates,LI_enriched
taurine transport system permease protein,-0.158135732,0.079067866,RAS_EGC_03_1617_2,-0.104101225,High-ice cluster,K15552,DOS_compounds,Substrates,LI_enriched
taurine transport system permease protein,-0.158135732,0.079067866,RAS_EGC_05_1617_2,-0.211245862,Low-ice cluster,K15552,DOS_compounds,Substrates,LI_enriched
taurine transport system permease protein,-0.158135732,0.079067866,RAS_EGC_07_1617_1,0.240739262,Low-ice cluster,K15552,DOS_compounds,Substrates,LI_enriched
taurine transport system permease protein,-0.158135732,0.079067866,RAS_EGC_08_1617_1,0.149587092,Low-ice cluster,K15552,DOS_compounds,Substrates,LI_enriched
taurine transport system permease protein,-0.158135732,0.079067866,RAS_EGC_09_1617_1,0.098512162,Low-ice cluster,K15552,DOS_compounds,Substrates,LI_enriched
taurine transport system permease protein,-0.158135732,0.079067866,RAS_EGC_10_1617_2,0.030766173,Low-ice cluster,K15552,DOS_compounds,Substrates,LI_enriched
taurine transport system permease protein,-0.158135732,0.079067866,RAS_EGC_11_1617,0.166048369,Low-ice cluster,K15552,DOS_compounds,Substrates,LI_enriched
taurine transport system permease protein,-0.158135732,0.079067866,RAS_EGC_12_1617_1,-0.159060109,High-ice cluster,K15552,DOS_compounds,Substrates,LI_enriched
taurine transport system substrate-binding protein,-0.336990782,0.168495391,RAS_EGC_02_1617_1,-0.395597108,High-ice cluster,K15551,DOS_compounds,Substrates,LI_enriched
taurine transport system substrate-binding protein,-0.336990782,0.168495391,RAS_EGC_03_1617_2,-0.42949866,High-ice cluster,K15551,DOS_compounds,Substrates,LI_enriched
taurine transport system substrate-binding protein,-0.336990782,0.168495391,RAS_EGC_05_1617_2,0.451700752,Low-ice cluster,K15551,DOS_compounds,Substrates,LI_enriched
taurine transport system substrate-binding protein,-0.336990782,0.168495391,RAS_EGC_07_1617_1,0.437312015,Low-ice cluster,K15551,DOS_compounds,Substrates,LI_enriched
taurine transport system substrate-binding protein,-0.336990782,0.168495391,RAS_EGC_08_1617_1,0.346340236,Low-ice cluster,K15551,DOS_compounds,Substrates,LI_enriched
taurine transport system substrate-binding protein,-0.336990782,0.168495391,RAS_EGC_09_1617_1,0.135031143,Low-ice cluster,K15551,DOS_compounds,Substrates,LI_enriched
taurine transport system substrate-binding protein,-0.336990782,0.168495391,RAS_EGC_10_1617_2,-0.300286929,Low-ice cluster,K15551,DOS_compounds,Substrates,LI_enriched
taurine transport system substrate-binding protein,-0.336990782,0.168495391,RAS_EGC_11_1617,-0.059124872,Low-ice cluster,K15551,DOS_compounds,Substrates,LI_enriched
taurine transport system substrate-binding protein,-0.336990782,0.168495391,RAS_EGC_12_1617_1,-0.185876577,High-ice cluster,K15551,DOS_compounds,Substrates,LI_enriched
Taurine-binding periplasmic protein,-0.434152052,0.217076026,RAS_EGC_02_1617_1,-0.76754279,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Taurine-binding periplasmic protein,-0.434152052,0.217076026,RAS_EGC_03_1617_2,-0.172835683,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Taurine-binding periplasmic protein,-0.434152052,0.217076026,RAS_EGC_05_1617_2,-0.282034975,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Taurine-binding periplasmic protein,-0.434152052,0.217076026,RAS_EGC_07_1617_1,0.411112206,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Taurine-binding periplasmic protein,-0.434152052,0.217076026,RAS_EGC_08_1617_1,-0.172835683,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Taurine-binding periplasmic protein,-0.434152052,0.217076026,RAS_EGC_09_1617_1,0.467201673,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Taurine-binding periplasmic protein,-0.434152052,0.217076026,RAS_EGC_10_1617_2,0.430160401,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Taurine-binding periplasmic protein,-0.434152052,0.217076026,RAS_EGC_11_1617,0.448852534,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Taurine-binding periplasmic protein,-0.434152052,0.217076026,RAS_EGC_12_1617_1,-0.362077682,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
taurine-pyruvate aminotransferase [EC:2.6.1.77],-0.34869718,0.17434859,RAS_EGC_02_1617_1,-0.281642298,High-ice cluster,K03851,DOS_compounds,Substrates,LI_enriched
taurine-pyruvate aminotransferase [EC:2.6.1.77],-0.34869718,0.17434859,RAS_EGC_03_1617_2,-0.547345464,High-ice cluster,K03851,DOS_compounds,Substrates,LI_enriched
taurine-pyruvate aminotransferase [EC:2.6.1.77],-0.34869718,0.17434859,RAS_EGC_05_1617_2,0.377603331,Low-ice cluster,K03851,DOS_compounds,Substrates,LI_enriched
taurine-pyruvate aminotransferase [EC:2.6.1.77],-0.34869718,0.17434859,RAS_EGC_07_1617_1,0.521852939,Low-ice cluster,K03851,DOS_compounds,Substrates,LI_enriched
taurine-pyruvate aminotransferase [EC:2.6.1.77],-0.34869718,0.17434859,RAS_EGC_08_1617_1,0.208980618,Low-ice cluster,K03851,DOS_compounds,Substrates,LI_enriched
taurine-pyruvate aminotransferase [EC:2.6.1.77],-0.34869718,0.17434859,RAS_EGC_09_1617_1,-0.071921767,Low-ice cluster,K03851,DOS_compounds,Substrates,LI_enriched
taurine-pyruvate aminotransferase [EC:2.6.1.77],-0.34869718,0.17434859,RAS_EGC_10_1617_2,-0.04525352,Low-ice cluster,K03851,DOS_compounds,Substrates,LI_enriched
taurine-pyruvate aminotransferase [EC:2.6.1.77],-0.34869718,0.17434859,RAS_EGC_11_1617,0.054829938,Low-ice cluster,K03851,DOS_compounds,Substrates,LI_enriched
taurine-pyruvate aminotransferase [EC:2.6.1.77],-0.34869718,0.17434859,RAS_EGC_12_1617_1,-0.217103777,High-ice cluster,K03851,DOS_compounds,Substrates,LI_enriched
FMNH(2)-dependent dimethylsulfone monooxygenase,0.811331936,-0.405665968,RAS_EGC_02_1617_1,0.670890247,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
FMNH(2)-dependent dimethylsulfone monooxygenase,0.811331936,-0.405665968,RAS_EGC_03_1617_2,1.057123993,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
FMNH(2)-dependent dimethylsulfone monooxygenase,0.811331936,-0.405665968,RAS_EGC_05_1617_2,0.171899081,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
FMNH(2)-dependent dimethylsulfone monooxygenase,0.811331936,-0.405665968,RAS_EGC_07_1617_1,-1.012655638,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
FMNH(2)-dependent dimethylsulfone monooxygenase,0.811331936,-0.405665968,RAS_EGC_08_1617_1,-0.869554794,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
FMNH(2)-dependent dimethylsulfone monooxygenase,0.811331936,-0.405665968,RAS_EGC_09_1617_1,-0.533082557,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
FMNH(2)-dependent dimethylsulfone monooxygenase,0.811331936,-0.405665968,RAS_EGC_10_1617_2,0.019707266,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
FMNH(2)-dependent dimethylsulfone monooxygenase,0.811331936,-0.405665968,RAS_EGC_11_1617,-0.210309165,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
FMNH(2)-dependent dimethylsulfone monooxygenase,0.811331936,-0.405665968,RAS_EGC_12_1617_1,0.705981567,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1,1.015018961,-0.507509481,RAS_EGC_02_1617_1,0.931397092,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1,1.015018961,-0.507509481,RAS_EGC_03_1617_2,0.857105516,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1,1.015018961,-0.507509481,RAS_EGC_05_1617_2,-0.164831405,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1,1.015018961,-0.507509481,RAS_EGC_07_1617_1,-1.117489781,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1,1.015018961,-0.507509481,RAS_EGC_08_1617_1,-0.901781208,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1,1.015018961,-0.507509481,RAS_EGC_09_1617_1,-0.963339101,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1,1.015018961,-0.507509481,RAS_EGC_10_1617_2,0.211646166,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1,1.015018961,-0.507509481,RAS_EGC_11_1617,-0.109261554,Low-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1,1.015018961,-0.507509481,RAS_EGC_12_1617_1,1.256554276,High-ice cluster,NA,DOS_compounds,Substrates,LI_enriched
choline monooxygenase [EC:1.14.15.7],-0.208925938,0.104462969,RAS_EGC_02_1617_1,-0.149806318,High-ice cluster,K00499,Osmolytes,Substrates,LI_enriched
choline monooxygenase [EC:1.14.15.7],-0.208925938,0.104462969,RAS_EGC_03_1617_2,-0.306258495,High-ice cluster,K00499,Osmolytes,Substrates,LI_enriched
choline monooxygenase [EC:1.14.15.7],-0.208925938,0.104462969,RAS_EGC_05_1617_2,-0.251342737,Low-ice cluster,K00499,Osmolytes,Substrates,LI_enriched
choline monooxygenase [EC:1.14.15.7],-0.208925938,0.104462969,RAS_EGC_07_1617_1,0.285105992,Low-ice cluster,K00499,Osmolytes,Substrates,LI_enriched
choline monooxygenase [EC:1.14.15.7],-0.208925938,0.104462969,RAS_EGC_08_1617_1,0.16172697,Low-ice cluster,K00499,Osmolytes,Substrates,LI_enriched
choline monooxygenase [EC:1.14.15.7],-0.208925938,0.104462969,RAS_EGC_09_1617_1,0.109901903,Low-ice cluster,K00499,Osmolytes,Substrates,LI_enriched
